,...6,StartDate.x,EndDate.x,Status.x,Progress.x,Duration (in seconds).x,Finished.x,RecordedDate.x,RecipientLastName.x,RecipientFirstName.x,RecipientEmail.x,ExternalReference.x,LocationLatitude.x,LocationLongitude.x,DistributionChannel.x,UserLanguage.x,Q3.x,Q49.x,Q5,Q6.x,Q4.x,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Belief questions_1,Belief questions_2,Belief questions_3,Belief questions_4,Belief questions_5,Belief questions_6,Belief questions_7,Belief questions_8,Create New Field or Choose From Dropdown...,CODE,age,gender,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj,StartDate.y,EndDate.y,Status.y,Progress.y,Duration (in seconds).y,Finished.y,RecordedDate.y,RecipientLastName.y,RecipientFirstName.y,RecipientEmail.y,ExternalReference.y,LocationLatitude.y,LocationLongitude.y,DistributionChannel.y,UserLanguage.y,Q3.y,Q49.y,Q14,Q6.y,Q4.y,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DES time_First Click,DES time_Last Click,DES time_Page Submit,DES time_Click Count,Duration__in_seconds
11,NA,07/04/2022 10:58,07/04/2022 11:02,0,100,192,1,07/04/2022 11:02,NA,NA,NA,NA,51.4224,-0.128,anonymous,EN,1,1,19,Woman,1,27.926,96.108,96.909,11,0,0,0,1,1,0,2,0,0,1,0,0,1,-1,0,0,1,1,0,NA,508,19,Woman,4,3,1,0.5,4,2,0,0,1,0,0,5,0,1,08/04/2022 08:16,08/04/2022 08:25,0,100,544,1,08/04/2022 08:25,NA,NA,NA,NA,51.4203,-0.1175,anonymous,EN,1,1,19,Woman,1,16.898,516.644,518.153,28,6,7,5,2,3,5,3,0,3,2,1,3,1,2,6,5,2,6,4,7,2,4,5,5,5,2,1,1,16.898,516.643,518.152,28,544
12,NA,25/04/2022 08:16,25/04/2022 08:19,0,100,191,1,25/04/2022 08:20,NA,NA,NA,NA,51.8164,-0.3573,anonymous,EN,1,1,19,Woman,1,15.144,89.837,91.142,15,1,1,2,2,1,1,1,0,1,2,2,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2022 08:21,25/04/2022 08:31,0,100,590,1,25/04/2022 08:31,NA,NA,NA,NA,51.8164,-0.3573,anonymous,EN,1,1,19,Woman,1,24.736,567.495,568.52,36,1,2,1,0,1,1,0,0,2,1,0,2,1,1,2,2,3,2,1,1,4,3,3,1,0,0,1,1,24.736,567.494,568.519,36,590
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,20,Woman,5,5,1,1,5,5,4,0,0,0,5,0,0,2,28/04/2022 10:00,28/04/2022 10:04,0,100,265,1,28/04/2022 10:04,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,20.792,219.891,221.889,36,0,8,0,0,0,0,0,0,0,1,3,7,7,7,2,1,7,7,5,5,1,8,1,0,0,0,2,0,20.792,219.891,221.888,36,265
14,NA,28/04/2022 06:33,28/04/2022 06:35,0,100,109,1,28/04/2022 06:35,NA,NA,NA,NA,51.5428,-0.1978,anonymous,EN,1,1,20,Woman,1,11.413,48.735,49.668,32,0,0,0,3,0,0,0,0,0,0,0,-2,-1,-2,-2,-1,-1,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2022 06:41,28/04/2022 06:44,0,100,207,1,28/04/2022 06:44,NA,NA,NA,NA,51.5428,-0.1978,anonymous,EN,1,1,20,Woman,1,0.352,188.254,188.885,71,6,7,3,0,0,0,0,0,0,0,2,2,0,0,2,0,3,2,1,2,6,5,4,0,0,0,0,0,0.352,188.253,188.884,71,207
15,NA,21/04/2022 07:36,21/04/2022 07:38,0,100,92,1,21/04/2022 07:38,NA,NA,NA,NA,50.7976,0.3029,anonymous,EN,1,1,19,Woman,1,16.161,52.852,54.1,12,1,4,4,4,4,2,4,4,1,4,3,1,1,1,1,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2022 10:42,21/04/2022 10:43,0,100,82,1,21/04/2022 10:43,NA,NA,NA,NA,50.7976,0.3029,anonymous,EN,1,1,19,Woman,1,5.809,62.739,63.16,40,8,7,9,4,4,7,4,4,5,3,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,5.81,62.739,63.16,40,82
16,NA,28/04/2022 07:29,28/04/2022 07:32,0,100,187,1,28/04/2022 07:32,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,23.369,128.681,131.591,12,1,2,5,5,5,4,3,0,5,0,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2022 07:39,28/04/2022 07:42,0,100,155,1,28/04/2022 07:42,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,9.901,136.314,137.05,33,10,9,10,10,10,8,10,1,10,10,0,10,1,10,10,10,10,10,10,10,9,10,10,0,0,0,0,10,9.901,136.315,137.05,33,155
17,NA,28/04/2022 07:46,28/04/2022 07:48,0,100,138,1,28/04/2022 07:48,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,8.507,57.567,58.508,26,2,2,3,4,3,3,2,2,2,2,3,1,1,1,0,0,1,0,0,NA,555,18,Woman,4,4,1,2,4,4,0,0,3,0,0,4,2,2,28/04/2022 06:37,28/04/2022 06:42,0,100,264,1,28/04/2022 06:42,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,1.645,235.995,237.041,64,6,3,2,1,1,0,1,0,1,1,2,2,1,2,8,1,4,2,2,6,7,7,7,6,4,1,6,1,1.644,235.995,237.04,64,264
18,NA,25/04/2022 05:34,25/04/2022 05:37,0,100,178,1,25/04/2022 05:37,NA,NA,NA,NA,50.8326,-0.0764,anonymous,EN,1,1,20,Woman,1,2.519,86.457,87.124,29,1,0,1,2,0,1,2,0,0,1,0,1,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2022 13:58,28/04/2022 14:02,0,100,247,1,28/04/2022 14:02,NA,NA,NA,NA,50.8326,-0.0764,anonymous,EN,1,1,20,Woman,1,6.401,222.908,224.371,47,3,4,1,0,0,0,1,0,2,1,2,2,0,3,2,3,2,3,1,1,4,2,2,1,0,0,0,1,6.401,222.909,224.372,47,247
19,NA,28/04/2022 09:37,28/04/2022 09:40,0,100,138,1,28/04/2022 09:40,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,21,Man,1,16.902,67.822,70.409,14,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-1,-1,-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2022 09:35,28/04/2022 09:37,0,100,111,1,28/04/2022 09:37,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,21,Man,1,22.117,81.769,85.913,30,6,5,7,4,4,6,4,5,3,6,5,4,6,4,4,6,6,4,5,6,6,3,3,4,4,6,0,0,22.117,81.769,85.913,30,111
20,NA,20/04/2022 07:33,20/04/2022 07:36,0,100,181,1,20/04/2022 07:36,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Man,1,1.707,76.479,77.512,25,1,1,3,4,4,4,1,1,0,0,1,1,1,1,1,-1,1,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,28/04/2022 11:23,28/04/2022 11:28,0,100,305,1,28/04/2022 11:28,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,5.339,82.318,82.946,31,2,3,1,3,1,0,5,4,3,1,3,1,1,0,1,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2022 11:06,28/04/2022 11:14,0,100,478,1,28/04/2022 11:14,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,106.673,439.41,440.233,38,8,9,3,1,0,0,0,1,2,8,8,1,2,4,8,0,7,7,2,8,7,10,0,7,0,0,2,0,106.675,439.41,440.233,38,478
22,NA,28/04/2022 11:19,28/04/2022 11:20,0,27,20,0,05/05/2022 11:20,NA,NA,NA,NA,NA,NA,anonymous,EN,1,1,19,Woman,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2022 11:06,28/04/2022 11:14,0,100,478,1,28/04/2022 11:14,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,106.673,439.41,440.233,38,8,9,3,1,0,0,0,1,2,8,8,1,2,4,8,0,7,7,2,8,7,10,0,7,0,0,2,0,106.675,439.41,440.233,38,478
23,NA,22/04/2022 11:19,22/04/2022 11:21,0,100,144,1,22/04/2022 11:21,NA,NA,NA,NA,51.5975,0.2299,anonymous,EN,1,1,18,Woman,1,12.19,80.546,81.349,23,0,0,0,1,0,0,1,0,1,0,0,0,0,-1,-1,-1,1,-1,0,NA,454,18,Woman,5,4,2,2.5,5,3,0,0,1,0,0,5,2,3,03/10/2022 12:27,03/10/2022 12:31,0,100,249,1,03/10/2022 12:31,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,1.476,214.605,215.8,56,4,8,3,3,5,0,2,0,9,7,5,6,6,7,7,6,5,2,6,5,6,6,3,5,3,4,2,4,1.475,214.605,215.811,56,249
24,NA,26/04/2022 07:47,26/04/2022 11:57,0,5,15010,0,03/05/2022 11:57,NA,NA,NA,NA,NA,NA,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/04/2022 05:22,27/04/2022 05:31,0,100,559,1,27/04/2022 05:31,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,21,Man,1,82.676,508.917,511.298,39,1,7,1,0,5,1,4,2,2,2,2,4,1,3,2,3,6,3,1,6,2,3,5,4,5,6,1,2,82.677,508.917,511.298,39,559
25,NA,27/04/2022 13:52,27/04/2022 13:54,0,100,159,1,27/04/2022 13:54,NA,NA,NA,NA,50.8326,-0.0764,anonymous,EN,1,1,19,Woman,1,11.35,91.319,92.303,11,0,0,0,2,1,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/04/2022 10:54,16/04/2022 11:00,0,100,338,1,16/04/2022 11:00,NA,NA,NA,NA,52.5062,-1.9425,anonymous,EN,1,1,19,Woman,1,33.927,287.059,289.749,36,1,4,0,0,1,0,0,0,1,1,1,0,0,1,2,1,4,2,0,2,6,5,2,2,1,0,0,0,33.93,287.059,289.749,36,338
26,NA,17/04/2022 16:02,17/04/2022 16:07,0,100,291,1,17/04/2022 16:07,NA,NA,NA,NA,51.6216,0.309,anonymous,EN,1,1,19,Woman,1,22.024,185.88,186.966,31,2,2,0,3,0,2,5,5,0,0,5,2,2,1,2,2,2,2,2,NA,651,18,Woman,4,4,1,4,4,4,1,0,1,0,0,5,3,5,30/10/2022 13:14,30/10/2022 13:18,0,100,262,1,30/10/2022 13:18,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Woman,1,27.703,221.523,222.768,29,2,4,0,0,1,0,1,1,2,0,7,0,7,8,7,4,8,2,2,7,9,6,5,2,3,2,0,0,27.703,221.523,222.768,29,262
27,NA,27/04/2022 10:30,27/04/2022 10:33,0,100,200,1,27/04/2022 10:33,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,4.071,116.734,118.057,30,1,1,0,4,0,0,1,0,0,1,1,1,0,1,-1,0,1,1,2,NA,581,20,Woman,3,1,3,2,4,4,0,0,1,0,4,0,3,1,27/04/2022 10:22,27/04/2022 10:29,0,100,398,1,27/04/2022 10:29,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,2.184,357.576,362.148,55,2,8,2,0,0,1,0,0,2,3,1,5,0,5,2,0,3,1,4,5,6,2,7,5,2,1,6,0,2.184,357.576,362.149,55,398
28,NA,08/04/2022 06:32,08/04/2022 06:35,0,100,159,1,08/04/2022 06:35,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,21,Woman,1,10.989,66.489,68.423,23,5,5,5,5,5,5,2,0,0,0,3,2,2,1,-1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/04/2022 05:41,29/04/2022 05:46,0,100,307,1,29/04/2022 05:46,NA,NA,NA,NA,51.3667,-0.0167,anonymous,EN,1,1,21,Woman,1,10.789,270.69,272.055,51,1,5,1,2,3,0,2,0,7,2,2,2,1,2,2,3,2,2,6,7,4,4,4,4,5,0,1,2,10.79,270.691,272.055,51,307
29,NA,25/04/2022 07:29,25/04/2022 07:31,0,100,114,1,25/04/2022 07:31,NA,NA,NA,NA,52.0805,-0.1014,anonymous,EN,1,1,20,Woman,1,20.351,57.753,59.054,10,0,0,0,0,0,0,0,0,0,0,1,-1,-2,-2,-2,-2,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2022 08:33,25/04/2022 08:36,0,100,151,1,25/04/2022 08:36,NA,NA,NA,NA,52.0805,-0.1014,anonymous,EN,1,1,20,Woman,1,19.936,129.995,131.153,28,3,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,19.939,129.994,131.153,28,151
30,NA,07/04/2022 14:07,07/04/2022 14:10,0,100,170,1,07/04/2022 14:10,NA,NA,NA,NA,50.8483,-0.4472,anonymous,EN,1,1,21,Woman,1,1.131,78.37,79.509,23,0,0,0,0,0,0,4,4,0,0,3,1,1,1,-1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/04/2022 05:29,09/04/2022 05:34,0,100,290,1,09/04/2022 05:34,NA,NA,NA,NA,50.82530212,-0.371902466,anonymous,EN,1,1,21,Woman,1,38.175,248.255,249.239,60,0,3,0,0,1,3,0,0,0,0,0,2,1,3,1,1,3,4,1,6,7,1,1,1,1,0,6,0,38.175,248.254,249.238,60,290
31,NA,27/04/2022 08:51,27/04/2022 08:54,0,100,136,1,27/04/2022 08:54,NA,NA,NA,NA,50.8326,-0.0764,anonymous,EN,1,1,19,Woman,1,5.136,81.879,82.929,24,0,0,0,1,0,2,0,0,0,5,1,1,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/04/2022 09:07,27/04/2022 09:11,0,100,192,1,27/04/2022 09:11,NA,NA,NA,NA,50.8326,-0.0764,anonymous,EN,1,1,19,Woman,1,5.734,177.167,177.727,73,7,9,2,3,2,1,1,1,1,5,2,1,3,1,1,0,6,1,1,7,9,6,7,8,2,0,6,4,5.734,177.167,177.727,73,192
32,NA,12/04/2022 15:30,12/04/2022 15:32,0,100,172,1,12/04/2022 15:32,NA,NA,NA,NA,51.48890686,-0.231796265,anonymous,EN,1,1,19,Woman,1,6.503,97.709,98.579,22,3,3,0,0,0,0,3,0,0,0,2,0,-1,-2,-1,0,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/04/2022 15:34,12/04/2022 15:38,0,100,246,1,12/04/2022 15:38,NA,NA,NA,NA,51.48890686,-0.231796265,anonymous,EN,1,1,19,Woman,1,2.918,211.725,212.457,51,0,7,1,1,0,1,0,0,0,4,0,1,0,3,2,1,0,0,0,7,2,1,1,2,0,0,0,0,2.919,211.725,212.442,51,246
33,NA,25/04/2022 04:49,25/04/2022 04:52,0,100,203,1,25/04/2022 04:52,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,2.07,80.939,82.129,26,0,0,0,2,2,1,0,0,0,0,1,-1,-1,-2,-2,-2,-1,-1,-2,NA,825,18,Man,2,1,0,0,0,0,0,0,0,0,5,0,0,0,25/04/2022 04:54,25/04/2022 04:58,0,100,252,1,25/04/2022 04:58,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,3.324,206.218,207.38,67,4,3,1,1,1,0,2,0,2,3,1,1,1,1,6,5,3,5,4,3,1,4,3,3,2,0,5,4,3.324,206.218,207.38,67,252
